product_id,description
27219330,"<p>Размеры: 44, 46, 48, 50.&nbsp; Материал: фрaнцузский трикотaж .</p>

<p>Длина платья 44р. - 87см. Длина жакета: спинка - 69см, полочка - 49см, рукав - 42см.</p>

<p>&nbsp;</p>

<p>&nbsp;</p>

<div class=""clear"">&nbsp;</div>

<div class=""hr"">&nbsp;</div>"
27219371,"<p>Размеры: 44.&nbsp; Материал: фрaнцузский трикотaж .</p>

<p>Длина платья 44р. - 87см. Длина жакета: спинка - 69см, полочка - 49см, рукав - 42см.</p>

<p>&nbsp;</p>

<div class=""clear"">&nbsp;</div>

<div class=""hr"">&nbsp;</div>"
27227397,"<p>Adidas Daroga - удобные кроссовки из натуральной кожи подойдут практически для всех. Хорошая трековая подошва обеспечит максимально эффективное сцепление с поверхностью, а натуральный материал убережет ваши ноги от промокания. Многофункциональная и практичная модель Adidas Daroga подойдет на все случаи жизни. Внутри мягкий мех.</p>

<p>Кроссовки очень легкие и практически не ощутимы на ноге. Кроссовки идеально подходят для повседневной носки.</p>

<table style=""border-top-width: 1px; border-right-width: 1px; border-bottom-width: 1px; border-left-width: 1px; width: 500px"">
	<tbody>
		<tr>
			<td>Размер</td>
			<td>40</td>
			<td>41</td>
			<td>42</td>
			<td>43</td>
			<td>44</td>
			<td>45</td>
		</tr>
		<tr>
			<td>Длина стопы (см)</td>
			<td>25</td>
			<td>26</td>
			<td>27</td>
			<td>28</td>
			<td>29</td>
			<td>30</td>
		</tr>
	</tbody>
</table>

<p>&nbsp;</p>"
27235040,"<table border=""0"" cellpadding=""0"" cellspacing=""0"" style=""width: 1164pt;"" width=""1554"">
	<tbody>
		<tr height=""18"" style=""height:13.2pt"">
			<td class=""xl61"" height=""18"" style=""height:13.2pt;width:52pt"" width=""70"">код 950</td>
			<td class=""xl60"" style=""width:370pt"" width=""494"">Платье Xscape ночной синий с камнями&nbsp;</td>
			<td class=""xl62"" style=""width:47pt"" width=""63"">4US</td>
			<td align=""right"" class=""xl62"" style=""width:47pt"" width=""63"">разм.42-44</td>
			<td class=""xl60"" style=""width:48pt"" width=""64"">США</td>
			<td class=""xl62"" style=""width:254pt"" width=""338"">100% Polyester</td>
		</tr>
	</tbody>
</table>"
27283430,"<p>Ткань: французский трикотаж и гипюр</p>

<p>Размеры: S, M, L</p>

<p>Рост модели 170см</p>

<p>Цвета: белый, коралловый</p>"
27283453,"<p>Ткань: французский трикотаж и гипюр</p>

<p>Размеры: S, M, L</p>

<p>Рост модели 170см</p>

<p>Цвета: белый, коралловый</p>"
27283459,"<p style=""color: rgb(51, 51, 51); font-family: sans-serif, Arial, Verdana, 'Trebuchet MS'; font-size: 13px; font-style: normal; font-variant: normal; font-weight: normal; letter-spacing: normal; line-height: 20.796875px; orphans: auto; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: auto; word-spacing: 0px; -webkit-text-stroke-width: 0px;"">Ткань: французский трикотаж и гипюр</p>

<p style=""color: rgb(51, 51, 51); font-family: sans-serif, Arial, Verdana, 'Trebuchet MS'; font-size: 13px; font-style: normal; font-variant: normal; font-weight: normal; letter-spacing: normal; line-height: 20.796875px; orphans: auto; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: auto; word-spacing: 0px; -webkit-text-stroke-width: 0px;"">Размеры: S, M, L</p>

<p style=""color: rgb(51, 51, 51); font-family: sans-serif, Arial, Verdana, 'Trebuchet MS'; font-size: 13px; font-style: normal; font-variant: normal; font-weight: normal; letter-spacing: normal; line-height: 20.796875px; orphans: auto; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: auto; word-spacing: 0px; -webkit-text-stroke-width: 0px;"">Рост модели 170см</p>

<p style=""color: rgb(51, 51, 51); font-family: sans-serif, Arial, Verdana, 'Trebuchet MS'; font-size: 13px; font-style: normal; font-variant: normal; font-weight: normal; letter-spacing: normal; line-height: 20.796875px; orphans: auto; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: auto; word-spacing: 0px; -webkit-text-stroke-width: 0px;"">Цвета: белый, коралловый</p>"
27284915,<p>матрас</p>
27287501,"<p>Размеры: S, M</p>

<p>Ткань:&nbsp;масло, микромасло</p>

<p><span style=""color: rgb(0, 0, 0); font-family: tahoma, arial, verdana, sans-serif, 'Lucida Sans'; font-size: 11px; line-height: 17px;"">Цвета: красное, черное, беж, электрик</span></p>"
27287515,"<p style=""color: rgb(51, 51, 51); font-family: sans-serif, Arial, Verdana, 'Trebuchet MS'; font-size: 13px; font-style: normal; font-variant: normal; font-weight: normal; letter-spacing: normal; line-height: 20.796875px; orphans: auto; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: auto; word-spacing: 0px; -webkit-text-stroke-width: 0px;"">Размеры: S, M</p>

<p style=""color: rgb(51, 51, 51); font-family: sans-serif, Arial, Verdana, 'Trebuchet MS'; font-size: 13px; font-style: normal; font-variant: normal; font-weight: normal; letter-spacing: normal; line-height: 20.796875px; orphans: auto; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: auto; word-spacing: 0px; -webkit-text-stroke-width: 0px;"">Ткань:&nbsp;масло, микромасло</p>

<p style=""color: rgb(51, 51, 51); font-family: sans-serif, Arial, Verdana, 'Trebuchet MS'; font-size: 13px; font-style: normal; font-variant: normal; font-weight: normal; letter-spacing: normal; line-height: 20.796875px; orphans: auto; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: auto; word-spacing: 0px; -webkit-text-stroke-width: 0px;""><span style=""color: rgb(0, 0, 0); font-family: tahoma, arial, verdana, sans-serif, 'Lucida Sans'; font-size: 11px; line-height: 17px;"">Цвета: красное, черное, беж, электрик</span></p>"
27287718,"<p>Размеры: S, M</p>

<p>Ткань: масло, микромасло</p>

<p>Цвета: красное, черное, беж, электрик</p>"
27305166,"<p>Ткань:&nbsp;гипюр, подкладка</p>

<p>Размеры: S, M</p>"
27305169,"<p>Ткань:&nbsp;гипюр, подкладка</p>

<p>Размеры: S, M</p>"
27305182,"<p style=""color: rgb(51, 51, 51); font-family: sans-serif, Arial, Verdana, 'Trebuchet MS'; font-size: 13px; font-style: normal; font-variant: normal; font-weight: normal; letter-spacing: normal; line-height: 20.796875px; orphans: auto; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: auto; word-spacing: 0px; -webkit-text-stroke-width: 0px;"">Ткань:&nbsp;гипюр, подкладка</p>

<p style=""color: rgb(51, 51, 51); font-family: sans-serif, Arial, Verdana, 'Trebuchet MS'; font-size: 13px; font-style: normal; font-variant: normal; font-weight: normal; letter-spacing: normal; line-height: 20.796875px; orphans: auto; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: auto; word-spacing: 0px; -webkit-text-stroke-width: 0px;"">Размеры: S, M</p>

<p>&nbsp;</p>"
27321162,"<p>Ткань: гипюр, подкладка</p>

<p>Размеры: S, M</p>"
27321173,"<p>Ткань: гипюр, подкладка</p>

<p>Размеры: S, M</p>"
27321182,"<p style=""color: rgb(51, 51, 51); font-family: sans-serif, Arial, Verdana, 'Trebuchet MS'; font-size: 13px; font-style: normal; font-variant: normal; font-weight: normal; letter-spacing: normal; line-height: 20.796875px; orphans: auto; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: auto; word-spacing: 0px; -webkit-text-stroke-width: 0px;"">Ткань: гипюр, подкладка</p>

<p style=""color: rgb(51, 51, 51); font-family: sans-serif, Arial, Verdana, 'Trebuchet MS'; font-size: 13px; font-style: normal; font-variant: normal; font-weight: normal; letter-spacing: normal; line-height: 20.796875px; orphans: auto; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: auto; word-spacing: 0px; -webkit-text-stroke-width: 0px;"">Размеры: S, M</p>

<p>&nbsp;</p>"
27341791,<p>42.44.46</p>
27341813,<p>42.44.46</p>
27341996,"<p>м: 330<br /> р: универсальный 42-46<br /> ткань: микро масло&nbsp;<br /> цвета: фуксия, &nbsp;черное&nbsp;</p>"
27343392,<p>42.44.46</p>
27363732,"<p>Ткань: гипюр,француз</p>

<p>Размеры: S, M, L</p>

<p>Цвета: бежевый, черный, красный</p>
"
27363740,"<p>Ткань: гипюр,француз</p>

<p>Размеры: S, M, L</p>

<p>Цвета: бежевый, черный, красный</p>
"
27363743,"<p style=""color: rgb(51, 51, 51); font-family: sans-serif, Arial, Verdana, 'Trebuchet MS'; font-size: 13px; font-style: normal; font-variant: normal; font-weight: normal; letter-spacing: normal; line-height: 20.796875px; orphans: auto; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: auto; word-spacing: 0px; -webkit-text-stroke-width: 0px;"">Ткань: гипюр,француз</p>

<p style=""color: rgb(51, 51, 51); font-family: sans-serif, Arial, Verdana, 'Trebuchet MS'; font-size: 13px; font-style: normal; font-variant: normal; font-weight: normal; letter-spacing: normal; line-height: 20.796875px; orphans: auto; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: auto; word-spacing: 0px; -webkit-text-stroke-width: 0px;"">Размеры: S, M, L</p>

<p style=""color: rgb(51, 51, 51); font-family: sans-serif, Arial, Verdana, 'Trebuchet MS'; font-size: 13px; font-style: normal; font-variant: normal; font-weight: normal; letter-spacing: normal; line-height: 20.796875px; orphans: auto; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: auto; word-spacing: 0px; -webkit-text-stroke-width: 0px;"">Цвета: бежевый, черный, красный</p>
"
27363863,"<p>Ткань: гипюр,француз</p>

<p>Размеры: S, M, L</p>

<p>Цвета: красный, черный, бежевый</p>"
27363977,"<p>Ткань: гипюр,француз</p>

<p>Размеры: S, M, L</p>

<p>Цвета: черный, красный, бежевый</p>"
27372463,"<p>Ткань плотный трикотаж</p>

<p>Размеры: S, M, L</p>

<p>Расцветка юбки как на втором фото</p>

<p>Длина платья 95см</p>"
27372467,"<p>Ткань плотный трикотаж</p>

<p>Размеры: S, M, L</p>

<p>Расцветка юбки как на втором фото</p>

<p>Длина платья 95см</p>"
27372473,"<p style=""color: rgb(51, 51, 51); font-family: sans-serif, Arial, Verdana, 'Trebuchet MS'; font-size: 13px; font-style: normal; font-variant: normal; font-weight: normal; letter-spacing: normal; line-height: 20.796875px; orphans: auto; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: auto; word-spacing: 0px; -webkit-text-stroke-width: 0px;"">Ткань плотный трикотаж</p>

<p style=""color: rgb(51, 51, 51); font-family: sans-serif, Arial, Verdana, 'Trebuchet MS'; font-size: 13px; font-style: normal; font-variant: normal; font-weight: normal; letter-spacing: normal; line-height: 20.796875px; orphans: auto; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: auto; word-spacing: 0px; -webkit-text-stroke-width: 0px;"">Размеры: S, M, L</p>

<p style=""color: rgb(51, 51, 51); font-family: sans-serif, Arial, Verdana, 'Trebuchet MS'; font-size: 13px; font-style: normal; font-variant: normal; font-weight: normal; letter-spacing: normal; line-height: 20.796875px; orphans: auto; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: auto; word-spacing: 0px; -webkit-text-stroke-width: 0px;"">Расцветка юбки как на втором фото</p>

<p style=""color: rgb(51, 51, 51); font-family: sans-serif, Arial, Verdana, 'Trebuchet MS'; font-size: 13px; font-style: normal; font-variant: normal; font-weight: normal; letter-spacing: normal; line-height: 20.796875px; orphans: auto; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: auto; word-spacing: 0px; -webkit-text-stroke-width: 0px;"">Длина платья 95см</p>

<p>&nbsp;</p>"
27372690,"<p>Ткань: трикотаж-дайвинг</p>

<p>Длина 87см</p>

<p>Размеры: S, M, L</p>"
27372697,"<p>Ткань: трикотаж-дайвинг</p>

<p>Длина 87см</p>

<p>Размеры: S, M, L</p>"
27372703,"<p style=""color: rgb(51, 51, 51); font-family: sans-serif, Arial, Verdana, 'Trebuchet MS'; font-size: 13px; font-style: normal; font-variant: normal; font-weight: normal; letter-spacing: normal; line-height: 20.796875px; orphans: auto; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: auto; word-spacing: 0px; -webkit-text-stroke-width: 0px;"">Ткань: трикотаж-дайвинг</p>

<p style=""color: rgb(51, 51, 51); font-family: sans-serif, Arial, Verdana, 'Trebuchet MS'; font-size: 13px; font-style: normal; font-variant: normal; font-weight: normal; letter-spacing: normal; line-height: 20.796875px; orphans: auto; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: auto; word-spacing: 0px; -webkit-text-stroke-width: 0px;"">Длина 87см</p>

<p style=""color: rgb(51, 51, 51); font-family: sans-serif, Arial, Verdana, 'Trebuchet MS'; font-size: 13px; font-style: normal; font-variant: normal; font-weight: normal; letter-spacing: normal; line-height: 20.796875px; orphans: auto; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: auto; word-spacing: 0px; -webkit-text-stroke-width: 0px;"">Размеры: S, M, L</p>"
27373134,"<p style=""margin: 0px 0px 8px; padding: 0px; border: 0px; font-family: arial; font-size: 14.44444465637207px; line-height: 17.98611068725586px; vertical-align: baseline; color: rgb(49, 49, 49);"">Ткань: французский трикотаж и гипюр</p>

<p style=""margin: 8px 0px; padding: 0px; border: 0px; font-family: arial; font-size: 14.44444465637207px; line-height: 17.98611068725586px; vertical-align: baseline; color: rgb(49, 49, 49);"">Размеры: S, M, L</p>

<p style=""margin: 8px 0px; padding: 0px; border: 0px; font-family: arial; font-size: 14.44444465637207px; line-height: 17.98611068725586px; vertical-align: baseline; color: rgb(49, 49, 49);"">Рост модели 170см</p>

<p style=""margin: 8px 0px; padding: 0px; border: 0px; font-family: arial; font-size: 14.44444465637207px; line-height: 17.98611068725586px; vertical-align: baseline; color: rgb(49, 49, 49);"">Цвета: коралловый, белый</p>"
27373324,"<p style=""margin: 0px 0px 8px; padding: 0px; border: 0px; font-family: arial; font-size: 14.44444465637207px; line-height: 17.98611068725586px; vertical-align: baseline; color: rgb(49, 49, 49);"">Ткань: французский трикотаж и гипюр</p>

<p style=""margin: 8px 0px; padding: 0px; border: 0px; font-family: arial; font-size: 14.44444465637207px; line-height: 17.98611068725586px; vertical-align: baseline; color: rgb(49, 49, 49);"">Размеры: S, M, L</p>

<p style=""margin: 8px 0px; padding: 0px; border: 0px; font-family: arial; font-size: 14.44444465637207px; line-height: 17.98611068725586px; vertical-align: baseline; color: rgb(49, 49, 49);"">Рост модели 170см</p>

<p style=""margin: 8px 0px; padding: 0px; border: 0px; font-family: arial; font-size: 14.44444465637207px; line-height: 17.98611068725586px; vertical-align: baseline; color: rgb(49, 49, 49);"">Цвета: коралловый, белый</p>"
27373331,"<p style=""font-style: normal; font-variant: normal; font-weight: normal; letter-spacing: normal; orphans: auto; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: auto; word-spacing: 0px; -webkit-text-stroke-width: 0px; margin: 0px 0px 8px; padding: 0px; border: 0px; font-family: arial; font-size: 14.44444465637207px; line-height: 17.98611068725586px; vertical-align: baseline; color: rgb(49, 49, 49);"">Ткань: французский трикотаж и гипюр</p>

<p style=""font-style: normal; font-variant: normal; font-weight: normal; letter-spacing: normal; orphans: auto; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: auto; word-spacing: 0px; -webkit-text-stroke-width: 0px; margin: 8px 0px; padding: 0px; border: 0px; font-family: arial; font-size: 14.44444465637207px; line-height: 17.98611068725586px; vertical-align: baseline; color: rgb(49, 49, 49);"">Размеры: S, M, L</p>

<p style=""font-style: normal; font-variant: normal; font-weight: normal; letter-spacing: normal; orphans: auto; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: auto; word-spacing: 0px; -webkit-text-stroke-width: 0px; margin: 8px 0px; padding: 0px; border: 0px; font-family: arial; font-size: 14.44444465637207px; line-height: 17.98611068725586px; vertical-align: baseline; color: rgb(49, 49, 49);"">Рост модели 170см</p>

<p style=""font-style: normal; font-variant: normal; font-weight: normal; letter-spacing: normal; orphans: auto; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: auto; word-spacing: 0px; -webkit-text-stroke-width: 0px; margin: 8px 0px; padding: 0px; border: 0px; font-family: arial; font-size: 14.44444465637207px; line-height: 17.98611068725586px; vertical-align: baseline; color: rgb(49, 49, 49);"">Цвета: коралловый, белый</p>"
27373609,"<p style=""margin: 0px 0px 8px; padding: 0px; border: 0px; font-family: arial; font-size: 14.44444465637207px; line-height: 17.98611068725586px; vertical-align: baseline; color: rgb(49, 49, 49);"">Ткань: плотный трикотаж,&nbsp;длина 90см</p>

<p style=""margin: 8px 0px; padding: 0px; border: 0px; font-family: arial; font-size: 14.44444465637207px; line-height: 17.98611068725586px; vertical-align: baseline; color: rgb(49, 49, 49);"">Размеры S,M,L</p>

<p style=""margin: 8px 0px; padding: 0px; border: 0px; font-family: arial; font-size: 14.44444465637207px; line-height: 17.98611068725586px; vertical-align: baseline; color: rgb(49, 49, 49);"">Цвета: черный и белый</p>"
27373616,"<p style=""margin: 0px 0px 8px; padding: 0px; border: 0px; font-family: arial; font-size: 14.44444465637207px; line-height: 17.98611068725586px; vertical-align: baseline; color: rgb(49, 49, 49);"">Ткань: плотный трикотаж,&nbsp;длина 90см</p>

<p style=""margin: 8px 0px; padding: 0px; border: 0px; font-family: arial; font-size: 14.44444465637207px; line-height: 17.98611068725586px; vertical-align: baseline; color: rgb(49, 49, 49);"">Размеры S,M,L</p>

<p style=""margin: 8px 0px; padding: 0px; border: 0px; font-family: arial; font-size: 14.44444465637207px; line-height: 17.98611068725586px; vertical-align: baseline; color: rgb(49, 49, 49);"">Цвета: черный и белый</p>"
27373619,"<p style=""font-style: normal; font-variant: normal; font-weight: normal; letter-spacing: normal; orphans: auto; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: auto; word-spacing: 0px; -webkit-text-stroke-width: 0px; margin: 0px 0px 8px; padding: 0px; border: 0px; font-family: arial; font-size: 14.44444465637207px; line-height: 17.98611068725586px; vertical-align: baseline; color: rgb(49, 49, 49);"">Ткань: плотный трикотаж,&nbsp;длина 90см</p>

<p style=""font-style: normal; font-variant: normal; font-weight: normal; letter-spacing: normal; orphans: auto; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: auto; word-spacing: 0px; -webkit-text-stroke-width: 0px; margin: 8px 0px; padding: 0px; border: 0px; font-family: arial; font-size: 14.44444465637207px; line-height: 17.98611068725586px; vertical-align: baseline; color: rgb(49, 49, 49);"">Размеры S,M,L</p>

<p style=""font-style: normal; font-variant: normal; font-weight: normal; letter-spacing: normal; orphans: auto; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: auto; word-spacing: 0px; -webkit-text-stroke-width: 0px; margin: 8px 0px; padding: 0px; border: 0px; font-family: arial; font-size: 14.44444465637207px; line-height: 17.98611068725586px; vertical-align: baseline; color: rgb(49, 49, 49);"">Цвета: черный и белый</p>"
27374040,"<p style="""">Ткань:&nbsp;плотный трикотаж</p>
<p style="""">длина 87см</p>
<p style="""">Размеры S,M,L</p>"
27374047,"<p style="""">Ткань:&nbsp;плотный трикотаж</p>
<p style="""">длина 87см</p>
<p style="""">Размеры S,M,L</p>"
27374054,"<p style=""margin: 0px 0px 8px; padding: 0px; border: 0px; font-family: arial; font-size: 14.44444465637207px; font-style: normal; font-variant: normal; font-weight: normal; line-height: 17.98611068725586px; vertical-align: baseline; color: rgb(49, 49, 49); letter-spacing: normal; orphans: auto; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: auto; word-spacing: 0px; -webkit-text-stroke-width: 0px;"">Ткань:&nbsp;плотный трикотаж</p>

<p style=""margin: 8px 0px; padding: 0px; border: 0px; font-family: arial; font-size: 14.44444465637207px; font-style: normal; font-variant: normal; font-weight: normal; line-height: 17.98611068725586px; vertical-align: baseline; color: rgb(49, 49, 49); letter-spacing: normal; orphans: auto; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: auto; word-spacing: 0px; -webkit-text-stroke-width: 0px;"">длина 87см</p>

<p style=""margin: 8px 0px; padding: 0px; border: 0px; font-family: arial; font-size: 14.44444465637207px; font-style: normal; font-variant: normal; font-weight: normal; line-height: 17.98611068725586px; vertical-align: baseline; color: rgb(49, 49, 49); letter-spacing: normal; orphans: auto; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: auto; word-spacing: 0px; -webkit-text-stroke-width: 0px;"">Размеры S,M,L</p>

<p>&nbsp;</p>
"
27374591,"<p>Ткань:трикотаж-дайвинг</p>

<p>Длина 147см</p>

<p>Размеры: S, M, L</p>"
27374627,"<p>Ткань:трикотаж-дайвинг</p>

<p>Длина 147см</p>

<p>Размеры: S, M, L</p>"
27374631,"<p style=""color: rgb(51, 51, 51); font-family: sans-serif, Arial, Verdana, 'Trebuchet MS'; font-size: 13px; font-style: normal; font-variant: normal; font-weight: normal; letter-spacing: normal; line-height: 20.796875px; orphans: auto; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: auto; word-spacing: 0px; -webkit-text-stroke-width: 0px;"">Ткань:трикотаж-дайвинг</p>

<p style=""color: rgb(51, 51, 51); font-family: sans-serif, Arial, Verdana, 'Trebuchet MS'; font-size: 13px; font-style: normal; font-variant: normal; font-weight: normal; letter-spacing: normal; line-height: 20.796875px; orphans: auto; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: auto; word-spacing: 0px; -webkit-text-stroke-width: 0px;"">Длина 147см</p>

<p style=""color: rgb(51, 51, 51); font-family: sans-serif, Arial, Verdana, 'Trebuchet MS'; font-size: 13px; font-style: normal; font-variant: normal; font-weight: normal; letter-spacing: normal; line-height: 20.796875px; orphans: auto; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: auto; word-spacing: 0px; -webkit-text-stroke-width: 0px;"">Размеры: S, M, L</p>"
27374938,"<p>Размеры С-М, М-Л</p>
<p>Рост модели 170 см</p>"
27374942,"<p>Размеры С-М, М-Л</p>
<p>Рост модели 170 см</p>"
27375644,"<p>Размеры: S, M</p>

<p>Цвета: аквамарин, черный, коралл, белый</p>

<p><span style=""color: rgb(0, 0, 0); font-family: tahoma, arial, verdana, sans-serif, 'Lucida Sans'; font-size: 11px; line-height: 15.0625px;"">Жемчужный пояс в комплекте&nbsp;</span></p>"
27375647,"<p>Размеры: S, M</p>

<p>Цвета: аквамарин, черный, коралл, белый</p>

<p><span style=""color: rgb(0, 0, 0); font-family: tahoma, arial, verdana, sans-serif, 'Lucida Sans'; font-size: 11px; line-height: 15.0625px;"">Жемчужный пояс в комплекте&nbsp;</span></p>"
27375654,"<p style=""color: rgb(51, 51, 51); font-family: sans-serif, Arial, Verdana, 'Trebuchet MS'; font-size: 13px; font-style: normal; font-variant: normal; font-weight: normal; letter-spacing: normal; line-height: 20.799999237060547px; orphans: auto; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: auto; word-spacing: 0px; -webkit-text-stroke-width: 0px;"">Размеры: S, M</p>

<p style=""color: rgb(51, 51, 51); font-family: sans-serif, Arial, Verdana, 'Trebuchet MS'; font-size: 13px; font-style: normal; font-variant: normal; font-weight: normal; letter-spacing: normal; line-height: 20.799999237060547px; orphans: auto; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: auto; word-spacing: 0px; -webkit-text-stroke-width: 0px;"">Цвета: аквамарин, черный, коралл, белый</p>

<p style=""color: rgb(51, 51, 51); font-family: sans-serif, Arial, Verdana, 'Trebuchet MS'; font-size: 13px; font-style: normal; font-variant: normal; font-weight: normal; letter-spacing: normal; line-height: 20.799999237060547px; orphans: auto; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: auto; word-spacing: 0px; -webkit-text-stroke-width: 0px;""><span style=""color: rgb(0, 0, 0); font-family: tahoma, arial, verdana, sans-serif, 'Lucida Sans'; font-size: 11px; line-height: 15.0625px;"">Жемчужный пояс в комплекте&nbsp;</span></p>"
27375706,"<p>Размеры: S, M</p>
<p>Жемчужный пояс в комплекте&nbsp;</p>
<p>Цвета: аквамарин, черный, коралл, белый</p>"
27375711,"<p>Размеры: S, M</p>

<p>Цвета: аквамарин, черный, коралл, белый</p>

<p><span style=""color: rgb(0, 0, 0); font-family: tahoma, arial, verdana, sans-serif, 'Lucida Sans'; font-size: 11px; line-height: 15.0625px;"">Жемчужный пояс в комплекте&nbsp;</span></p>"
27375718,"<p style=""color: rgb(51, 51, 51); font-family: sans-serif, Arial, Verdana, 'Trebuchet MS'; font-size: 13px; font-style: normal; font-variant: normal; font-weight: normal; letter-spacing: normal; line-height: 20.799999237060547px; orphans: auto; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: auto; word-spacing: 0px; -webkit-text-stroke-width: 0px;"">Размеры: S, M</p>

<p style=""color: rgb(51, 51, 51); font-family: sans-serif, Arial, Verdana, 'Trebuchet MS'; font-size: 13px; font-style: normal; font-variant: normal; font-weight: normal; letter-spacing: normal; line-height: 20.799999237060547px; orphans: auto; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: auto; word-spacing: 0px; -webkit-text-stroke-width: 0px;"">Цвета: аквамарин, черный, коралл, белый</p>

<p style=""color: rgb(51, 51, 51); font-family: sans-serif, Arial, Verdana, 'Trebuchet MS'; font-size: 13px; font-style: normal; font-variant: normal; font-weight: normal; letter-spacing: normal; line-height: 20.799999237060547px; orphans: auto; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: auto; word-spacing: 0px; -webkit-text-stroke-width: 0px;""><span style=""color: rgb(0, 0, 0); font-family: tahoma, arial, verdana, sans-serif, 'Lucida Sans'; font-size: 11px; line-height: 15.0625px;"">Жемчужный пояс в комплекте&nbsp;</span></p>

<p>&nbsp;</p>"
27375836,"<p>Размеры: S, M</p>

<p><span style=""color: rgb(0, 0, 0); font-family: tahoma, arial, verdana, sans-serif, 'Lucida Sans'; font-size: 11px; line-height: 15.0625px;"">Чашечки</span><br style=""color: rgb(0, 0, 0); font-family: tahoma, arial, verdana, sans-serif, 'Lucida Sans'; font-size: 11px; line-height: 15.0625px;"" />
<span style=""color: rgb(0, 0, 0); font-family: tahoma, arial, verdana, sans-serif, 'Lucida Sans'; font-size: 11px; line-height: 15.0625px;"">Ткань: Французский трикотаж</span></p>"
27375839,"<p>Размеры: S, M</p>

<p><span style=""color: rgb(0, 0, 0); font-family: tahoma, arial, verdana, sans-serif, 'Lucida Sans'; font-size: 11px; line-height: 15.0625px;"">Чашечки</span><br style=""color: rgb(0, 0, 0); font-family: tahoma, arial, verdana, sans-serif, 'Lucida Sans'; font-size: 11px; line-height: 15.0625px;"" />
<span style=""color: rgb(0, 0, 0); font-family: tahoma, arial, verdana, sans-serif, 'Lucida Sans'; font-size: 11px; line-height: 15.0625px;"">Ткань: Французский трикотаж</span></p>"
